Rating_Number,Votes_Number,Computer_Score,Group_Rank,Group_Rank_Size,Total_Rank,Total_Rank_Size,HDMI,Keyboard,Generation,GPU,Solid State Drive,Microphone In,Process Node,USB Ports,RAM,SSD Interface,Touch,Anti Glare Screen,Speed,Cores,Cache,Inbuilt Microphone,Utility,OS,Keyboard Backlit,Optical Drive,Resolution,RAM Bus Speed,Headphone Jack,Battery,Dimensions,Ethernet,Model,Size,Sales Package,PPI,Speakers,Camera,WiFi,Brand,Series,Battery Details,Type,Touchpad,Warranty,Features,Security Lock Port,Processor,Adapter Type,Bluetooth,Weight,Device Type,Price
4.35,77,1,8,35,34,2352,1 x HDMI Port,Full-size keyboard with numeric keypad,11th Gen,Intel UHD,512GB,Yes,No,1 x USB 3.0,8GB DDR4,No,No,Yes,2 x (Turbo Speed upto 4.1GHz) Cores,"Dual Core, 4 Threads",6MB,integrated digital microphone,Everyday Use,Windows 10 Professional (64-bit),No,No,1366x768pixels,2666MHz,Yes,3 Cell Battery,358x242x19.9mm,No,250 G8 (3Y668PA),15.6inches,No,~ 100PPI,Built-in Speakers,Yes,802.11 b/g/n/ax,Intel,Core i3,No,LED,Multi-Touch Gestures Enabled,1year Warranty,HD LED Backlit Display,No,11th Gen Intel Core i3 1115G4,No,v5,1.74kg,Netbook,269990.0
4.4,95,3,326,345,2222,2352,1 x HDMI 1.4b Port,No,11th Gen,Intel UHD Graphics,256GB,Yes,No,"1 x USB Type-C, 2 x USB 3.0",8GB DDR4,No,No,Yes,2 x (Turbo Speed upto 4.1GHz) Cores,"Dual Core, 4 Threads",6MB,Yes,Everyday Use,Windows 11 Home (64-bit),No,No,1920x1080pixels,No,Yes,3 Cell Battery,No,No,15s-dr2514TU,15.6inches,No,~ 141PPI,No,Yes,IEEE 802.11a/b/g/n/ac,Intel,Core i3,No,IPS Screen,Yes,1year Warranty,"Micro-Edge, Bright View, Color Gamut: 45% NTSC, 250 Nits Brightness, FHD Display",No,11th Gen Intel Core i3 1115G4,No,v5,No,Netbook,39999.0
4.4,85,3,201,345,1757,2352,1 x HDMI 2.1 Port,"Backlit Chiclet Keyboard RGB, Yes",13th Gen,NVIDIA GeForce RTX 4090,2TB,Yes,10 nm,"2 x USB Type-C, 2 x USB 3.0",32GB DDR5,NVMe PCIe Gen4,No,Yes,6 x 2.6GHz (Turbo Speed upto 5.4GHz) Performance Cores  8 x 1.9GHz (Turbo Speed upto 4.1GHz) Efficient Cores,"14 Cores (6P + 8E), 20 Threads",24MB,Built-in Aarray Microphone,Performance,Windows 11 Home (64-bit),Yes,No,2560x1600pixels,4800MHz,Yes,"90Wh, 4 Cell Battery",355x246x21.1mm,10/100/1000/2500 Mbps,GU604VY-NM058WS,16inches,"Laptop, Power Adaptor, User Guide, Warranty Documents",~ 189PPI,2x 2W Dual-force Woofer with Smart Amp Technology,Yes,Wi-Fi 6E(802.11ax) (Triple band) 2*2,Intel,ROG Zephyrus M16,90WHrs,Mini LED,Yes,1year Onsite Warranty,"3ms Response Time (G2G), 1200 nits Brightness",No,13th Gen Intel Core i9 13900H,280W AC Adapter,v5.2,2.3kg,Netbook,38000.0
4.4,111,3,335,345,2261,2352,1 x HDMI 1.4 Port,"English International Non , No",3rd Gen,AMD Radeon Vega Graphics,256GB,Yes,No,"2 x USB 3.0, 1 x USB 2.0",8GB DDR4,No,No,Yes,4 x 2.1GHz Cores,Quad Core,No,Yes,Everyday Use,Windows 10 (64-bit),Yes,No,1920x1080pixels,2666MHz,Yes,3 Cell Battery,236x358x20mm,Available,Inspiron 3515,15.6inches,"Laptop, battery, adapter, cables and user manuals",~ 141PPI,Yes,Yes,802.11ac,AMD,Inspiron,No,Full HD,Yes,1year Onsite Warranty,No,Kensington Lock Port,3rd Gen AMD Ryzen 5  3450U,No,v5,1.85kg,Ultrabook,37990.0
4.15,58,1,7,20,18,2352,1 x HDMI Port,"FineTip with Independent Numeric Keypad (International Language Support), Yes",11th Gen,NVIDIA GeForce MX450,512GB,Yes,No,"1 x USB Type-C, 3 x USB 3.0",16GB DDR4,NVMe PCIe Gen4,No,No,4 x 2.4GHz (Turbo Speed upto 4.2GHz) Cores,"Quad Core, 8 Threads",8MB,Built-in Dual Microphones,Performance,Windows 11 Home (64-bit),Yes,No,1920x1080pixels,No,Yes,"48Wh, 3 Cell Battery",363.4x238.5x17.9mm,"Gigabit Ethernet, Wake-on-LAN Ready",A515-56G,15.6inches,"Laptop, Power Adaptor, User Guide, Warranty Documents",~ 141PPI,Built-in Dual Speakers,Yes,Intel Wireless Wi-Fi 6 AX201,Intel,Aspire 5,\u200e48 Watt Hours,IPS,Multi-gesture Support,1year Warranty,"45% NTSC Color Gamut, Wide viewing angle up to 170 degrees, Ultra-slim design, Mercury free, environment friendly",Kensington Lock Slot,11th Gen Intel Core i5 1135G7,65 W AC Adapter,v5.1,1.7kg,Ultrabook,364990.0
4.55,70,2,90,260,1309,2352,1 x HDMI 1.4b Port,"Full-size, natural silver keyboard with numeric keypad",5th Gen,AMD Radeon Graphics,512GB,Yes,No,"1 x USB Type-C, 2 x USB 3.0",8GB DDR4,NVMe,No,Yes,4 x 2.6GHz (Turbo Speed upto 3.8GHz) Cores,"Quad Core, 8 Threads",4MB,Integrated Dual Array Digital Microphone,Performance,Windows 11 Home (64-bit),No,No,1920x1080pixels,3200MHz,Yes,"41Wh, 3 Cell Battery",242x358x17.9mm,No,15s-eq2212AU,15.6inches,"Laptop, Power Adaptor, User Guide, Warranty Documents",~ 141PPI,Built-in Dual Speakers,Yes,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2),AMD,15s,41 Wh Li-ion,No,HP Imagepad with multi-touch gesture support; Precision Touchpad support,1year Onsite Warranty,"250 nits, 45% NTSC, micro-edge",No,5th Gen AMD Ryzen 3  5300U,65 W Smart AC power adapter,v5,1.69kg,Ultrabook,51990.0
4.2,79,2,63,447,775,2352,1 x HDMI v2.0b Port,Backlit Chiclet Keyboard 1-Zone RGB,7th Gen,NVIDIA GeForce RTX 4050,1TB,Yes,TSMC 4nm FinFET,"2 x USB Type-C, 2 x USB 3.0",16GB DDR5,NVMe PCIe Gen4,No,Yes,8 x 4GHz (Turbo Speed upto 5.2GHz) Cores,"Octa Core, 16 Threads",16MB,Built-in array microphone,Gaming,Windows 11 Home (64-bit),Yes,No,1920x1080pixels,4800MHz,Yes,"90Wh, 4 Cell Battery",399x268x24.8mm,10/100/1000 Mbps,FA777XU-HX026WS,17.3inches,"Laptop, Battery, Power Adaptor, User Guide, Warranty Documents",~ 127PPI,Dual Speakers,720p HD camera,Wi-Fi 6(802.11ax) (Dual band) 2*2,AMD,TUF Gaming A17,90 WHrs,IPS Display,Yes,1year Onsite Warranty,"G-Sync, MUX Switch + NVIDIA Advanced Optimus",Yes,7th Gen AMD Ryzen 9 7940HS,240W AC Adapter,v5.3,2.6kg,Netbook,54990.0
4.1,240,3,71,345,1498,2352,1 x HDMI 2.1 Port,"Full-size, soft grey keyboard with numeric keypad",13th Gen,Intel Integrated Integrated,512GB,Yes,10nm,"1 x USB Type-C, 2 x USB 3.0",8GB DDR4,NVMe,No,Yes,2 x (Turbo Speed upto 4.6GHz) Performance Cores  8 x (Turbo Speed upto 3.4GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12MB,Built-in Dual Array Digital Microphones,Performance,Windows 11 Home (64-bit),No,No,1920x1080pixels,No,Yes,"41Wh, 3 Cell Battery",No,No,15-fd0011TU,15.6inches,"Laptop, Power Adaptor, User Guide, Warranty Documents",~ 141PPI,Built-in Dual Speakers,HP Wide Vision 720p HD camera,Realtek 6 (2x2),Intel,Core i5,41 Wh Li-ion Battery,No,Yes,1year Onsite Warranty,"Brightness: 250 nits, Color Gamut: 45%NTSC",No,13th Gen Intel Core i5 1335U,No,v5.3,1.75kg,Ultrabook,37990.0
4.2,89,2,10,139,129,2352,1 x HDMI Port,Full-size FineTip Keyboard,7th Gen,AMD Radeon Graphics,512GB,Yes,No,"2 x USB Type-C, 1 x USB 3.0, 1 x USB 2.0",16GB,NVMe,No,Yes,6 x 2GHz (Turbo Speed upto 4.5GHz) Cores,"Hexa Core, 12 Threads",16MB,Yes,Everyday Use,Windows 11 Home (64-bit),Yes,No,1920x1080pixels,No,Yes,"50Wh, 3 Cell Battery",321.7x211.7x15.9mm,No,NX.KG3SI.003,14inches,No,~ 157PPI,Stereo Speakers,Yes,Wi-Fi 6E Wireless LAN (IEEE 802.11a/b/g/n/ac/ax),AMD,Swift Go,50 Whrs Li-ion,LED-Backlit,Multi-Gesture Touchpad,1year Warranty,"300 nits Brightness, ComfyView",Kensington lock slot,7th Gen AMD Ryzen 5  7530U,65 Watts USB Type-C,v5.1,1.25kg,Netbook,134990.0
4.05,63,3,400,453,1765,2352,1 x HDMI Port,Island-style Keyboard,7th Gen,Intel HD Graphics 615,512GB,Yes,No,"1 x USB Type-C, 2 x USB 3.0",8GB DDR3,No,No,No,2 x 1.2GHz (Turbo Speed upto 3.2GHz) Cores,"Dual Core, 4 Threads",4MB,No,Performance,Windows 10 Home (64-bit),No,No,1920x1080pixels,1600MHz,Yes,2 Cell Battery,315x212x15mm,No,NS13A1IN018P,13.3inches,"Laptop, Battery, Power Adaptor, User Guide, Warranty Documents",~ 157PPI,Built-in Dual Speakers,Yes,IEEE 802.11b/g/n,Intel,Liber,No,LCD,Yes,1year Onsite Warranty,Backlit IPS Display,No,7th Gen Intel Core i5 7Y54,No,v4.2,1.35kg,Ultrabook,62990.0
4.05,90,2,216,481,1143,2352,1 x HDMI Port,No,12th Gen,Intel Iris Xe Graphics,512GB,Yes,10 nm,"2 x USB Type-C, 2 x USB 3.0",16GB,No,No,Yes,2 x 1.7GHz (Turbo Speed upto 4.7GHz) Performance Cores  8 x 1.2GHz (Turbo Speed upto 3.5GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12MB,Yes,"Business, Performance",\u200eWindows 11 Home (64-bit),Yes,No,1920x1080pixels,4266MHz,Yes,4 Cell Battery,309x215x17mm,Yes,4ZR1K06212,13.3inches,No,~ 166PPI,Stereo Speakers,Yes,IEEE802.11ax,Intel,UH-X,No,LED,Yes,2years Warranty,"Full HD, Brightness: 400 nits, 100% sRGB",No,12th Gen Intel Core i7 1255U,No,v5.1,878g,Hybrid,59990.0
4.6,72,3,413,481,1731,2352,1 x HDMI 2.0 Port,Mica Silver Keyboard with Numeric Keypad,5th Gen,NVIDIA GeForce RTX 3060,512GB,Yes,No,"1 x USB Type-C, 1 x USB 3.0",16GB DDR4,No,No,Yes,8 x 3.2GHz (Turbo Speed upto 4.4GHz) Cores,"Octa Core, 16 Threads",16MB,Dual Array Digital Microphones,Gaming,\u200eWindows 11 Home (64-bit),Yes,No,1920x1080pixels,3200MHz,Yes,4 Cell Battery,370x262x24mm,Yes,16-e0361ax,16.1inches,"\u200eLaptop, Power Adapter, User Manuals",~ 137PPI,Dual Speakers,No,Yes,AMD,Victus,No,IPS,Yes,1year Warranty,"Low Blue Light, 300 nits, 144 Hz Refresh Rate, 7 ms response time",No,5th Gen AMD Ryzen 7 5800H,No,Yes,2.48kg,Netbook,59490.0
4.2,63,2,135,315,755,2352,1 x HDMI Port,No,11th Gen,Intel Iris Xe Graphics,512GB,Yes,No,"2 x USB Type-C, 1 x USB 3.0",16GB LPDDR4X,No,No,Yes,4 x 2.4GHz (Turbo Speed upto 4.2GHz) Cores,"Quad Core, 8 Threads",8MB,Yes,Everyday Use,\u200eWindows 11 Home (64-bit),No,No,1920x1080pixels,4266MHz,Yes,No,307x207x16mm,No,CH FPC02548LK,13.3inches,"\u200eLaptop, Adaptor, Ac-cable, Quick Start Guide",~ 166PPI,Stereo Speakers,Yes,Wifi 6,Intel,CH,No,No,Yes,1year Warranty,No,No,11th Gen Intel Core i5 1135G7,No,Yes,998g,Netbook,89990.0
4.15,99,2,29,310,289,2352,1 x HDMI Port,No,10th Gen,Intel UHD Graphics,No,Yes,No,"2 x USB 3.0, 1 x USB 2.0",8GB DDR4,No,No,Yes,2 x 2.1GHz (Turbo Speed upto 4.1GHz) Cores,"Dual Core, 4 Threads",4MB,Dual Array Microphone\n,Everyday Use,Windows 10 Home (64-bit),No,No,1920x1080pixels,2666MHz,Yes,No,362x253x20mm,Yes,Slim 3 81WB015JIN,15.6inches,"\u200eLaptop, Power Adapter, User Manual\n",~ 141PPI,No,Yes,IEEE 802.11a/b/g/n/ac,Intel,Slim 3,No,LED,Yes,1year Warranty,No,No,10th Gen Intel Core i3 10110U,No,v5,1.7kg,Netbook,95490.0
4.4,73,2,249,481,1212,2352,1 x HDMI Port,"English International Non , No",3rd Gen,AMD Radeon,No,Yes,No,"2 x USB 3.0, 1 x USB 2.0",4GB DDR4,No,No,No,2 x 2.6GHz (Turbo Speed upto 3.5GHz) Cores,"Dual Core, 4 Threads",4MB,Yes,Everyday Use,Windows 10 Home (64-bit),Yes,No,1366x768pixels,No,Yes,35Wh Battery,327x241x20mm,Available,82C600L2IH,14inches,"Laptop, Charger and Manual",~ 112PPI,Yes,Yes,Yes,AMD,Ryzen 3,No,LED,Yes,1year Onsite Warranty,HD Display,No,3rd Gen AMD Ryzen 3  3250U,No,Yes,1.85kg,Netbook,59990.0
3.85,4,3,120,319,1852,2352,1 x HDMI Port,No,5th Gen,AMD Radeon,512GB,Yes,No,"2 x USB Type-C, 3 x USB 3.0",16GB DDR4,NVMe,No,Yes,6 x 2.3GHz (Turbo Speed upto 4.3GHz) Cores,"Hexa Core, 12 Threads",16MB,Yes,"Business, Performance",\u200eWindows 11 Home (64-bit),Yes,No,1920x1080pixels,3200MHz,Yes,4 Cell Battery,357x230x19.1mm,Yes,FMV MH 4ZR1K10325,15.6inches,No,~ 141PPI,Stereo Speakers,Yes,IEEE 802.11a/b/g/n/ac/ax,AMD,FMV MH,No,LED,Yes,2years Warranty,"Full HD, Brightness: 400 nits, 100% sRGB",No,5th Gen AMD Ryzen 5 5625U,65 Watts,v5.2,1.37kg,Hybrid,36700.0
4.1,56,3,9,53,1881,2352,1 x HDMI Port,"Standard English , Yes",8th Gen,Intel Integrated UHD 620,512GB,Yes,No,"2 x USB Type-C, 2 x USB 3.0",8GB DDR4,No,No,No,4 x 1.6GHz (Turbo Speed upto 3.9GHz) Cores,"Quad Core, 8 Threads",6MB,Built-in Microphones,Performance,Windows 10 Home (64-bit),Yes,No,1920x1080pixels,No,Yes,No,324.4x229.6x19.55mm,No,"NP14V1IN003P, SE14",14inches,"Laptop, Power Adaptor, Laptop Bag, User Guide, Warranty Documents",~ 157PPI,Built-in Quad Speakers,"Yes, 1MP",IEEE 802.11ac/b/g/n,Intel,SE Series,No,Full HD LED Backlit IPS Display,Yes,2years Onsite Warranty,No,No,8th Gen Intel Core i5 8265U,No,v5,1.35kg,Ultrabook,26999.0
4.6,91,2,34,447,673,2352,1 x HDMI Port,"99- 100- 103-key Acer , Yes",12th Gen,Intel Iris Xe Graphic,512GB,Yes,10 nm,"2 x USB Type-C, 3 x USB 3.0",16GB DDR4,NVMe PCIe Gen4,No,Yes,2 x 1.3GHz (Turbo Speed upto 4.4GHz) Performance Cores  8 x 900MHz (Turbo Speed upto 3.3GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12MB,Built-in Dual Microphone,Gaming,Windows 11 Home (64-bit),Yes,No,1920x1080pixels,No,No,3 Cell Battery,362.9x237.8x17.9mm,Yes,A515-57,15.6inches,"Laptop, Power Adaptor, User Guide, Warranty Documents",~ 141PPI,Two Built-in Stereo Speakers,Yes,Intel Wireless Wi-Fi 6E AX211,Intel,Aspire 5,No,IPS,Yes,1year Warranty,No,Kensington Lock Slot,12th Gen Intel Core i5 1235U,No,v5.2,1.76kg,Netbook,54990.0
4.1,161,2,167,481,963,2352,1 x HDMI 2.1 Port,"Backlit Chiclet Keyboard Per-Key RGB, Yes",13th Gen,NVIDIA GeForce RTX 4090,1TB,Yes,10nm,"2 x USB Type-C, 2 x USB 3.0",32GB DDR5,NVMe PCIe Gen4,No,Yes,8 x (Turbo Speed upto 5.6GHz) Performance Cores  16 x (Turbo Speed upto 4GHz) Efficient Cores,"24 Cores (8P + 16E), 32 Threads",36MB,Yes,Gaming,Windows 11 Home (64-bit),Yes,No,2560x1600pixels,4800MHz,Yes,"90Wh, 4 Cell Battery",354x264x30.4mm,10/100/1000/2500 Mbps,G634JY-NM054WS,16inches,"Laptop, battery, power adapter, user guide",~ 189PPI,Built-in Speakers,720P HD camera,Wi-Fi 6E(802.11ax) (Triple band) 2*2,Intel,ROG Strix SCAR 16 (2023),90WHrs,Mini LED,Yes,1year Onsite Warranty,"3ms, 1100nits, 100000:1, 100% display",No,13th Gen Intel Core i9 13980HX,330W AC Adapter,v5.2,2.5kg,Netbook,58990.0
4.65,96,2,146,481,952,2352,1 x HDMI 1.4 Port,"English International , Yes",No,AMD Radeon Graphics,256GB,Yes,No,"2 x USB 3.0, 1 x USB 2.0",8GB DDR4,No,No,Yes,4 x 3.5Hz Cores,Quad Core,No,Yes,"Everyday Use, Performance",Windows 11 Home (64-bit),Yes,No,1920x1080pixels,2666MHz,Yes,3 Cell Battery,189x358x23.5mm,Yes,Inspiron 3515,15.6inches,"Laptop, battery, adapter, cables and user manuals",~ 141PPI,Yes,Yes,802.11ac,AMD,Inspiron,No,FHD WVA AG Narrow Border,Yes,1year Onsite Warranty,No,Kensington Lock Port,AMD Ryzen 5  3450U,No,v5,1.8kg,Ultrabook,59990.0
4,74,2,9,20,39,2352,1 x HDMI Port,No,11th Gen,NVIDIA GeForce MX330,256GB,Yes,No,2 x USB 3.0,8GB DDR4,No,No,Yes,4 x 2.4GHz (Turbo Speed upto 4.2GHz) Cores,"Quad Core, 8 Threads",8MB,Yes,Everyday Use,Windows 10 Home (64-bit),Yes,No,1920x1080pixels,3200MHz,Yes,No,359x235x19.9mm,Yes,K513EP-BQ512TS,15.6inches,"Laptop, adaptor, power cable, manual",~ 141PPI,No,Yes,Yes,Intel,Vivobook Ultra K15,No,LED,Yes,1year Warranty,No,No,11th Gen Intel Core i5 1135G7,No,Yes,2.24kg,Netbook,339990.0
4.1,130,3,181,260,1699,2352,1 x HDMI 2.1 Port,"Backlit Chiclet Keyboard Per-Key RGB, Yes",6th Gen,NVIDIA GeForce RTX 3080 Ti,2TB,Yes,No,"1 x USB Type-C, 2 x USB 3.0",32GB DDR5,No,No,Yes,8 x 3.3GHz (Turbo Speed upto 4.9GHz) Cores,"Octa Core, 16 Threads",16MB,Built-in Microphone,Gaming,Windows 11 Home (64-bit),Yes,No,2560x1600pixels,No,No,"90Wh, 4 Cell Battery",355x266x21mm,Yes,GX650RXZ-LO227WS,16inches,"Laptop, Battery, Adapter, Cables and User Manuals",~ 189PPI,Built-in Speakers,Yes,Wi-Fi 6E(802.11ax) Dual band) 2x2,AMD,ROG Zephyrus Duo 16,No,"QHD+ LED-Backlit LCD,",Yes,1year Onsite Warranty,"165Hz Refresh Rate, Response Time 3ms, Touch Screen, Mini LED, Brightness 1100nits, Contrast 100, 000:1, DCI-P3 100%, Glossy display",No,6th Gen AMD Ryzen 9  6900HX,No,v5.2,2.6kg,Netbook,48490.0
4.7,114,3,184,260,1659,2352,1 x HDMI v2.0 Port,"English RGB LED , Yes",10th Gen,NVIDIA Geforce RTX 2080 Super Max-Q,1TB,Yes,No,"1 x USB Type-C, 2 x USB 3.0",16GB DDR4,No,No,Yes,8 x 2.3GHz (Turbo Speed upto 5.1GHz) Cores,"Octa Core, 16 Threads",16MB,Dual Array Microphone,"Gaming, Performance",Windows 10 Home (64-bit),Yes,No,1920x1080pixels,3200MHz,Yes,80Wh Battery,359.34x259.04x19.9mm,100/1000 Mbps,15IMHg05,15.6inches,"Laptop, Power Adaptor, User Guide, Warranty Documents",~ 141PPI,Built-in Dual Speakers,Yes,IEEE 802.11ax (Wi-Fi 6),Intel,Legion 7,No,LED,Multi-touch Touchpad,1year Onsite Warranty,"Full HD LED Backlit WVA Display (500 nits Brightness, 144 Hz Refresh Rate, 100% Adobe RGB Gamut, HDR400, Dolby Vision, G-Sync Support)",No,10th Gen Intel Core i7 10875H,No,v5,2.25kg,Netbook,50658.0
4.6,110,1,8,20,33,2352,1 x HDMI 2.0 Port,Detachable Keyboard Stays Wired or Goes Wireless,8th Gen,NVIDIA GeForce RTX 2080,512GB,Yes,No,"2 x USB Type-C, 4 x USB 3.0",64GB DDR4,No,Yes,No,6 x 2.9GHz (Turbo Speed upto 4.8GHz) Cores,"Hexa Core, 12 Threads",12MB,Array Microphone,Gaming,Windows 10 Pro (64-bit),Yes,No,1920x1080pixels,2666MHz,Yes,No,410x320x29.9mm,Yes,GZ700GX,17.3inches,No,~ 127PPI,4x4W Speakers,Yes,802.11ax (2x2),Intel,ROG Mothership,No,IPS,Yes,No Warranty,"Full HD, IPS-level Panel, 100% RGB",Kensington Lock,8th Gen Intel Core i9 8950HK,No,v5,4.7kg,Hybrid,366990.0
3.95,83,2,13,231,78,2352,1 x HDMI Port,Chiclet Keyboard,13th Gen,Intel Iris Xe Graphics,512GB,Yes,10nm,"1 x USB Type-C, 2 x USB 3.0, 1 x USB 2.0",8GB DDR4,No,No,Yes,2 x (Turbo Speed upto 4.6GHz) Performance Cores  8 x (Turbo Speed upto 3.4GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12MB,Yes,Performance,Windows 11 Home (64-bit),Yes,No,1920x1080pixels,No,Yes,3 Cell Battery,No,No,X1404VA-NK522WS,14inches,"Laptop, battery, power adapter, user guide",~ 157PPI,Built-in Speakers,720p HD camera With privacy shutter,6E(802.11ax) Dual band) 1*1,Intel,Vivobook 14 (2023),No,LED Backlit,Yes,1year Onsite Warranty,"250nits, 45% NTSC color gamut, display",No,13th Gen Intel Core i5 1335U,No,v5,1.4kg,Ultrabook,159990.0
4.65,69,1,2,20,10,2352,1 x HDMI Port,80-/81-/84-key Layout With International Language Support,12th Gen,Intel Integrated Iris Xe,512GB,Yes,12 nm,"1 x USB Type-C, 2 x USB 3.0",8GB LPDDR4X,No,No,No,4 x 1.7GHz (Turbo Speed upto 4.4GHz) Performance Cores  8 x 1.2GHz (Turbo Speed upto 3.3GHz) Efficient Cores,"12 Cores (4P + 8E), 16 Threads",12MB,Built-in Dual Microphone,Performance,Windows 11 Home (64-bit),Yes,No,2560x1440pixels,No,Yes,No,321x210x15mm,No,SF314-512 NX.K0FSI.002,14inches,"Laptop, Power Adapter, User Guide, Warranty Documents",~ 157PPI,Built-in Dual Speakers,Yes,"Wi-Fi 6 AX201, 802.11a/b/g/n/acR2+ax wireless LAN",Intel,Swift 3,No,IPS,Touchpad with Multi-touch Gesture Support,1year Onsite Warranty,"High-brightness (300nits) Acer ComfyView LED-backlit TFT LCD, Color Gamut sRGB 100%",Kensington lock slot,12th Gen Intel Core i5 1240P,No,v5.2,1.25kg,Ultrabook,349999.0
4.2,101,3,385,481,1600,2352,1 x HDMI Port,Island-style Keyboard,8th Gen,Intel UHD 620,512GB,Yes,No,2 x USB 3.0,8GB DDR3,No,No,No,4 x 1.6GHz (Turbo Speed upto 3.4GHz) Cores,"Quad Core, 8 Threads",6MB,Dual Array Microphone,Everyday Use,Windows 10 Home Basic (64-bit),No,No,1920x1080pixels,1600MHz,Yes,2 Cell Battery,315x212x15mm,No,NS13A2,13.3inches,No,~ 166PPI,Stereo Speakers,Yes,802.11 b/g/n,Intel,Core i5,No,LED,Multi-Touch Gestures Enabled,1 Year,Full HD LED Backlit Display,No,8th Gen Intel Core i5 8250U,No,v4.2,1.37kg,Netbook,59990.0
4.45,540,3,444,481,1851,2352,1 x HDMI Port,No,12th Gen,Intel Iris Xe Graphics,512GB,Yes,10 nm,"2 x USB Type-C, 2 x USB 3.0",16GB LPDDR4X,No,No,Yes,2 x 1.7GHz (Turbo Speed upto 4.7GHz) Performance Cores  8 x 1.2GHz (Turbo Speed upto 3.5GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12MB,Yes,"Business, Performance",\u200eWindows 11 Home (64-bit),Yes,No,1920x1080pixels,4266MHz,Yes,4 Cell Battery,309x215x17mm,Yes,4ZR1J37876,13.3inches,No,~ 166PPI,Stereo Speakers,Yes,IEEE802.11ax,Intel,UH-X,No,LED,Yes,2years Warranty,"Full HD, Brightness: 400 nits, 100% sRGB",No,12th Gen Intel Core i7 1255U,No,v5.1,878g,Hybrid,59990.0
4.3,106,3,200,270,1352,2352,1 x HDMI Port,No,11th Gen,Intel Iris Xe Graphics,512GB,Yes,10 nm SuperFin,"2 x USB Type-C, 2 x USB 3.0",16GB LPDDR4X,No,No,Yes,4 x 1.2GHz (Turbo Speed upto 4.7GHz) Cores,"Quad Core, 8 Threads",12MB,Yes,"Business, Performance",Windows 11 Home (64-bit),Yes,No,1920x1080pixels,4266MHz,Yes,4 Cell Battery,307x197x16mm,Yes,UH-X FPC02569LK,13.3inches,No,~ 166PPI,Stereo Speakers,Yes,Yes,Intel,UH-X,No,LED,Yes,1year Warranty,Full HD,No,11th Gen Intel Core i7 1165G7,No,Yes,878g,Ultrabook,85990.0
4.4,149,2,119,315,672,2352,1 x HDMI 1.4 Port,Standard Keyboard,13th Gen,Intel Integrated UHD,512GB,Yes,10nm,"2 x USB 3.0, 1 x USB 2.0",8GB DDR4,NVMe,No,No,2 x (Turbo Speed upto 4.6GHz) Performance Cores  8 x (Turbo Speed upto 3.4GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12MB,Yes,"Everyday Use, Business, Performance",Windows 11 Home (64-bit),Yes,No,1920x1080pixels,2666MHz,Yes,"41Wh, 3 Cell Battery",No,No,Inspiron 3530,15.6inches,"Laptop, Adaptor",~ 141PPI,Built-in Speakers,Yes,WiFi 6,Intel,Inspiron 3530,No,LED,Yes,1year Onsite Warranty,"250 nits , 250 nits Narrow Border",No,13th Gen Intel Core i5 1335U,No,v5.2,1.9kg,Ultrabook,89990.0
4.05,97,2,160,292,954,2352,No,Precision Keyboard with Numeric Pad,No,NVIDIA Quadro P520,512GB,Yes,No,2 x USB 3.0,16GB DDR4,No,No,Yes,No,No,No,Internal Microphone,"Business, Performance",Windows 10 Professional (64-bit),No,No,1920x1080pixels,2400MHz,Yes,3 Cell Battery,329x227x17.9mm,No,P43s,14inches,No,~ 157PPI,Stereo Speakers,Yes,802.11 a/b/g/n/ac,Intel,Mobile Workstation,No,LED,with Multi-Touch Gesture Support,1 Year,Full HD LED Backlit Slim Display,Yes,Intel Mobile Workstation,No,v5,1.75kg,Netbook,79990.0
4.35,90,3,408,453,1770,2352,1 x HDMI Port,"Backlit, English, Yes",11th Gen,Intel Integrated UHD,512GB,Yes,No,2 x USB 3.0,16GB DDR4,No,No,Yes,4 x 2.4GHz (Turbo Speed upto 4.2GHz) Cores,"Quad Core, 8 Threads",8MB,Yes,Performance,Windows 11 Home (64-bit),Yes,No,1920x1080pixels,No,Yes,No,No,No,"14ITL05, 14ITL05",14inches,"Laptop, Power Adapter, User Guide, Warranty Documents",~ 157PPI,No,Yes,"11ax, 2x2",Intel,IdeaPad 5,No,Full HD,Yes,1year Warranty,No,No,11th Gen Intel Core i5 1135G7,No,v5.1,No,Ultrabook,63606.0
